gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ACHN_DNMT3AmutP904L_1	ACHN_DNMT3AmutP904L_2	ACHN_DNMT3AmutP904L_3	ACHN_DNMT3Awt_1	ACHN_DNMT3Awt_2	ACHN_DNMT3Awt_3	symbol	description	term	threshold
ENSG00000214026	909.11	-0.25	0.08	-3.12	0.00180724332187668	0.0296795516732655	880.39	847	764.14	963.83	1035.44	963.86	MRPL23	mitochondrial	ribosomal	TRUE
ENSG00000184575	15062.888	0.171	0.055	3.118	0.00182054495244114	0.0298574312620842	15126	15695.61	17036.4	13964.7	13624.66	14929.96	XPOT	exportin	for	TRUE
ENSG00000169905	1695.509	-0.224	0.072	-3.115	0.00183971312739455	0.0301309113425716	1670.76	1390.85	1626.67	1855.71	1805.69	1823.37	TOR1AIP2	torsin	1A	TRUE
ENSG00000122034	2318.789	-0.184	0.059	-3.113	0.00185108304736122	0.0302761039153655	2277.78	2095.93	2137.02	2492.45	2380.6	2528.96	GTF3A	general	transcription	TRUE
ENSG00000107771	1594.372	0.213	0.068	3.111	0.00186237108749917	0.0304195666683818	1611.29	1722.38	1803.23	1423.95	1441.31	1564.07	CCSER2	coiled-coil	serine	TRUE
ENSG00000114391	10327.626	-0.178	0.057	-3.109	0.00187421750269369	0.0305305484569523	10556.41	9340.84	9170.62	11000.14	11312.89	10584.86	RPL24	ribosomal	protein	TRUE
ENSG00000240849	209.041	-0.434	0.139	-3.11	0.00187195600030504	0.0305305484569523	167.65	187.34	179.31	237.69	259.11	223.14	TMEM189	transmembrane	protein	TRUE
ENSG00000111196	1078.799	-0.219	0.071	-3.109	0.00187698379319223	0.0305344590959818	991.88	1010.5	988.51	1211.34	1155.88	1114.68	MAGOHB	mago	homolog	TRUE
ENSG00000088756	125.514	0.564	0.181	3.109	0.00188006754378681	0.0305435166690204	137.92	154.41	157.24	91.59	93.12	118.8	ARHGAP28	Rho	GTPase	TRUE
ENSG00000138030	235.307	-0.455	0.146	-3.108	0.00188540742312388	0.030589153722548	191.6	242.97	162.76	271.49	268.22	274.8	KHK	ketohexokinase	ketohexokinase	TRUE
ENSG00000166681	2812.352	-0.174	0.056	-3.105	0.00190147511311154	0.0308084848420632	2655.21	2744.23	2531.51	2940.57	3077.97	2924.63	BEX3	brain	expressed	TRUE
ENSG00000132846	1227.955	0.22	0.071	3.105	0.00190557226981139	0.0308150887634843	1258.64	1296.61	1408.74	1109.94	1131.59	1162.21	ZBED3	zinc	finger	TRUE
ENSG00000181938	551.282	-0.293	0.094	-3.104	0.00190698158311295	0.0308150887634843	456.71	492.76	537.93	593.13	606.28	620.88	GINS3	GINS	complex	TRUE
ENSG00000152234	12003.31	-0.132	0.043	-3.103	0.00191579095616799	0.0309161085276402	11567.28	11234.67	11555	12299.79	12741.04	12622.08	ATP5F1A	ATP	synthase	TRUE
ENSG00000174093	473.12	0.306	0.099	3.102	0.00192130543843281	0.0309637584457831	502.14	526.82	540.69	438.3	441.3	389.47	NA	NA	NA	TRUE
ENSG00000203832	234.371	-0.487	0.157	-3.101	0.00192545178077113	0.0309892618830635	251.89	163.5	168.28	271.49	278.34	272.73	NA	NA	NA	TRUE
ENSG00000172137	82.898	-0.666	0.215	-3.101	0.00193162472638404	0.0310472713667605	69.37	65.85	57.01	103.58	94.13	107.44	CALB2	calbindin	2	TRUE
ENSG00000131351	548.638	-0.282	0.091	-3.099	0.00193853362347284	0.0311169401154266	498.83	521.14	466.21	602.94	590.09	612.61	HAUS8	HAUS	augmin	TRUE
ENSG00000141699	1061.368	-0.217	0.07	-3.098	0.00194513768888754	0.0311815374609864	1003.45	951.46	988.51	1149.19	1161.96	1113.65	RETREG3	reticulophagy	regulator	TRUE
ENSG00000211460	4884.19	-0.146	0.047	-3.097	0.00195464336403148	0.0312924163457595	4657.97	4574.48	4676.8	5200.78	5013.22	5181.89	TSN	translin	DNA	TRUE
ENSG00000145734	1603.411	0.238	0.077	3.096	0.00195857233606442	0.0313138410396967	1557.61	1722.38	1926.45	1495.91	1415	1503.12	BDP1	B	double	TRUE
ENSG00000073050	643.923	-0.263	0.085	-3.096	0.00196342310857465	0.031349927494507	591.33	594.94	570.12	726.15	710.53	670.46	XRCC1	X-ray	repair	TRUE
ENSG00000135972	1776.802	-0.192	0.062	-3.092	0.00198485020407646	0.0316502432937628	1727.74	1639.5	1607.36	1840.44	1967.63	1878.13	MRPS9	mitochondrial	ribosomal	TRUE
ENSG00000169031	274.858	0.383	0.124	3.092	0.00199045869657166	0.0316978580572618	308.88	308.83	315.4	244.23	214.58	257.23	COL4A3	collagen	type	TRUE
ENSG00000229344	116.423	0.597	0.193	3.09	0.0020015286064512	0.031832205613389	156.09	137.38	126.9	88.32	111.34	78.51	MTCO2P12	MT-CO2	pseudogene	TRUE
ENSG00000012822	1675.148	0.208	0.067	3.089	0.00200755013721154	0.0318441712709657	1838.41	1759.85	1788.51	1438.12	1663.99	1562.01	CALCOCO1	calcium	binding	TRUE
ENSG00000104133	1677.743	0.187	0.06	3.089	0.00200531887337691	0.0318441712709657	1775.64	1751.9	1830.81	1541.7	1598.2	1568.2	SPG11	SPG11	vesicle	TRUE
ENSG00000136144	1577.259	0.207	0.067	3.087	0.00202349895054101	0.0320550875690553	1651.76	1597.49	1820.7	1461.02	1464.59	1468	RCBTB1	RCC1	and	TRUE
ENSG00000089335	117.556	0.604	0.196	3.084	0.00204445856724824	0.0323042188807632	140.4	113.54	171.04	87.22	102.23	90.91	ZNF302	zinc	finger	TRUE
ENSG00000146670	1256.871	-0.214	0.07	-3.084	0.00204457081523818	0.0323042188807632	1107.51	1226.22	1159.55	1347.62	1305.68	1394.65	CDCA5	cell	division	TRUE
ENSG00000175792	2101.157	-0.183	0.059	-3.083	0.00205143662724548	0.032370058372634	2062.22	1889.29	1951.27	2193.7	2246.99	2263.46	RUVBL1	RuvB	like	TRUE
ENSG00000198873	404.338	-0.332	0.108	-3.082	0.00205409404912801	0.032370058372634	373.3	379.22	321.84	477.56	443.33	430.79	GRK5	G	protein-coupled	TRUE
ENSG00000048471	950.059	0.241	0.078	3.082	0.00205704679989106	0.032374381081098	979.49	993.46	1114.49	884.24	883.61	845.05	SNX29	sorting	nexin	TRUE
ENSG00000164830	748.675	0.245	0.08	3.081	0.00206245967092561	0.0323752597954258	786.24	817.48	833.11	685.81	671.06	698.36	OXR1	oxidation	resistance	TRUE
ENSG00000188647	2165.07	0.225	0.073	3.081	0.0020598526793897	0.0323752597954258	2149.77	2312.79	2538.86	1888.42	1934.23	2166.35	PTAR1	protein	prenyltransferase	TRUE
ENSG00000182919	998.148	0.233	0.075	3.08	0.00206908162195188	0.0324370811472534	1053	1025.26	1155.87	939.85	908.92	906	C11orf54	chromosome	11	TRUE
ENSG00000110031	1559.036	-0.193	0.063	-3.074	0.00210926765443651	0.0329815241127737	1486.59	1427.18	1449.2	1723.78	1656.9	1610.56	LPXN	leupaxin	transcription	TRUE
ENSG00000146038	13077.094	0.152	0.049	3.074	0.00210891238884287	0.0329815241127737	13195.92	13743.87	14352.25	12039.21	12210.67	12920.63	DCDC2	doublecortin	domain	TRUE
ENSG00000150760	5275.86	0.157	0.051	3.068	0.00215186206613181	0.0335656695314677	5289.77	5611.09	5789.45	4918.39	4957.55	5088.91	DOCK1	dedicator	of	TRUE
ENSG00000168653	3189.738	-0.163	0.053	-3.068	0.00215217952237011	0.0335656695314677	3054.93	3031.49	2943.46	3341.8	3493.97	3272.77	NDUFS5	NADH:ubiquinone	oxidoreductase	TRUE
ENSG00000136531	627.848	0.269	0.088	3.068	0.00215534091463088	0.0335716567463189	645.84	682.37	731.04	562.6	570.86	574.39	SCN2A	sodium	voltage-gated	TRUE
ENSG00000124207	5946.874	-0.177	0.058	-3.064	0.00218083566102768	0.033925045862087	5227	5755.28	5767.38	6568.03	5912.01	6451.54	CSE1L	chromosome	segregation	TRUE
ENSG00000154734	4863.179	0.162	0.053	3.059	0.00221813792799133	0.0344609680406571	5020.53	4985.49	5402.32	4706.87	4415.03	4648.83	ADAMTS1	ADAM	metallopeptidase	TRUE
ENSG00000185900	90.22	0.743	0.243	3.058	0.00222873307454264	0.0345811253812541	79.28	140.79	119.54	65.42	53.64	82.65	POMK	protein-O-mannose	kinase	TRUE
ENSG00000085491	2248.641	0.234	0.077	3.057	0.00223453991723297	0.034626774332814	2189.41	2458.12	2646.45	2071.59	1890.71	2235.57	SLC25A24	solute	carrier	TRUE
ENSG00000069482	242.904	-0.44	0.144	-3.057	0.00223800120212244	0.0346360058003251	208.12	238.43	172.87	309.65	278.34	250	GAL	galanin	and	TRUE
ENSG00000164291	209.318	0.427	0.14	3.056	0.00224586719305369	0.0347132950926343	251.89	214.59	252.87	176.63	180.16	179.75	ARSK	arylsulfatase	family	TRUE
ENSG00000003436	4716.512	0.169	0.055	3.053	0.00226360107942656	0.0348540985273132	4830.58	4987.76	5158.65	4185.7	4454.51	4681.88	TFPI	tissue	factor	TRUE
ENSG00000118200	2849.646	0.227	0.074	3.054	0.00226118630727053	0.0348540985273132	2781.57	3003.1	3434.5	2614.56	2468.65	2795.49	CAMSAP2	calmodulin	regulated	TRUE
ENSG00000143437	1870.955	0.183	0.06	3.053	0.00226362764490286	0.0348540985273132	1921.82	2001.69	2045.99	1748.86	1795.57	1711.8	ARNT	aryl	hydrocarbon	TRUE
ENSG00000267427	535.324	-0.28	0.092	-3.053	0.00226891940310673	0.0348911308210573	494.7	473.46	481.84	587.68	616.4	557.86	NA	NA	NA	TRUE
ENSG00000105926	1791.326	0.197	0.065	3.051	0.00228015841906796	0.0350194089088621	1831.8	1887.02	2022.08	1623.47	1636.66	1746.93	MPP6	membrane	palmitoylated	TRUE
ENSG00000100393	1882.528	0.233	0.076	3.049	0.00229585154063864	0.0351710213479967	1834.28	2041.43	2228.06	1722.69	1616.42	1852.3	EP300	E1A	binding	TRUE
ENSG00000134744	1619.227	0.212	0.069	3.049	0.00229875956522854	0.0351710213479967	1650.94	1760.99	1801.39	1621.29	1423.09	1457.66	TUT4	terminal	uridylyl	TRUE
ENSG00000170927	325.797	0.383	0.126	3.049	0.00229401243978322	0.0351710213479967	316.31	382.63	408.28	271.49	268.22	307.86	PKHD1	PKHD1	ciliary	TRUE
ENSG00000118496	925.603	0.265	0.087	3.047	0.00230760542378782	0.0352275592731487	912.6	980.98	1137.48	833	825.92	863.65	FBXO30	F-box	protein	TRUE
ENSG00000198744	79.005	0.785	0.258	3.047	0.00230828385408569	0.0352275592731487	133.79	84.02	81.84	44.7	73.89	55.79	MTCO3P12	MT-CO3	pseudogene	TRUE
ENSG00000101161	2200.9	-0.17	0.056	-3.046	0.00232160936847012	0.035302454016188	2107.65	2091.39	2015.64	2332.17	2328.98	2329.58	PRPF6	pre-mRNA	processing	TRUE
ENSG00000163918	1412.981	-0.207	0.068	-3.046	0.00232195341630425	0.035302454016188	1393.26	1234.17	1304.83	1476.28	1545.56	1523.78	RFC4	replication	factor	TRUE
ENSG00000168259	2864.27	-0.161	0.053	-3.046	0.00231689123352181	0.035302454016188	2781.57	2634.1	2695.19	3014.71	2997	3063.06	DNAJC7	DnaJ	heat	TRUE
ENSG00000104687	2871.628	0.168	0.055	3.045	0.00233056590561152	0.0353888820365909	2999.6	2954.28	3159.56	2754.12	2622.5	2739.71	GSR	glutathione-disulfide	reductase	TRUE
ENSG00000143158	6435.512	-0.144	0.047	-3.043	0.002338486159477	0.0354645949932228	6270.09	6103.85	5966.01	6965.99	6642.79	6664.35	MPC2	mitochondrial	pyruvate	TRUE
ENSG00000143977	2695.261	-0.162	0.053	-3.043	0.00234521463791988	0.0354776086715114	2568.49	2562.57	2500.24	2844.62	2784.45	2911.2	SNRPG	small	nuclear	TRUE
ENSG00000151239	6241.384	0.194	0.064	3.043	0.00234332888645905	0.0354776086715114	6146.2	6938.36	6901.18	5760.11	5408.97	6293.48	TWF1	twinfilin	actin	TRUE
ENSG00000140553	1893.816	-0.18	0.059	-3.041	0.00235893118809268	0.0356405015880953	1804.55	1803	1719.55	2049.78	2029.38	1956.64	UNC45A	unc-45	myosin	TRUE
ENSG00000136193	7960.959	0.172	0.057	3.04	0.00236578725572757	0.0356994638701363	7737.68	8650.52	8920.5	7322.53	7448.47	7686.06	SCRN1	secernin	1	TRUE
ENSG00000136052	1857.898	0.204	0.067	3.037	0.00238789148962412	0.0359880853305321	1842.54	1983.52	2141.62	1709.61	1699.41	1770.69	SLC41A2	solute	carrier	TRUE
ENSG00000106070	4669.609	0.15	0.049	3.035	0.00240232542709552	0.0361605323005025	4803.32	4854.92	5076.81	4344.89	4420.09	4517.62	GRB10	growth	factor	TRUE
ENSG00000227888	67.806	0.747	0.246	3.034	0.00241207539318227	0.0362621334295946	72.68	94.24	88.28	56.7	54.66	40.29	FAM66A	family	with	TRUE
ENSG00000010256	3217.945	-0.163	0.054	-3.033	0.0024218755980388	0.0363191195452791	2998.77	3131.4	2980.24	3480.27	3452.47	3264.51	UQCRC1	ubiquinol-cytochrome	c	TRUE
ENSG00000113140	24704.555	-0.121	0.04	-3.033	0.00241918106239915	0.0363191195452791	23483.09	23859.05	23655.29	25782.57	25281.68	26165.65	SPARC	secreted	protein	TRUE
ENSG00000166448	346.68	0.345	0.114	3.032	0.00242817094815136	0.0363684042754715	393.95	390.57	379.77	281.3	341.1	293.39	TMEM130	transmembrane	protein	TRUE
ENSG00000144426	585.011	0.618	0.204	3.03	0.0024479361052383	0.0366190639901179	559.95	783.42	782.53	501.54	381.58	501.04	NBEAL1	neurobeachin	like	TRUE
ENSG00000146151	129.146	0.554	0.183	3.029	0.00245314236109553	0.036629352503949	172.61	162.36	125.98	98.13	105.26	110.54	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA	lyase	TRUE
ENSG00000178150	78.355	-0.724	0.239	-3.029	0.00245468482900626	0.036629352503949	60.29	57.9	58.85	127.57	89.07	76.45	ZNF114	zinc	finger	TRUE
ENSG00000162636	511.172	0.301	0.099	3.028	0.00246003252306462	0.0366638879238989	510.39	587	596.78	447.03	440.29	485.54	FAM102B	family	with	TRUE
ENSG00000114120	2652.827	0.176	0.058	3.028	0.00246478686286154	0.0366895059253786	2702.28	2813.49	2926.91	2550.24	2379.58	2544.46	SLC25A36	solute	carrier	TRUE
ENSG00000102218	650.71	0.349	0.115	3.026	0.00247675123909168	0.0368201585279798	592.16	749.36	846.9	559.33	525.31	631.21	RP2	RP2	activator	TRUE
ENSG00000147509	739.003	-0.242	0.08	-3.026	0.00247965657663403	0.0368201585279798	677.22	675.56	678.62	828.64	770.25	803.73	RGS20	regulator	of	TRUE
ENSG00000136051	10004	0.201	0.067	3.024	0.00249226918001009	0.0369167372288995	9773.47	10740.77	11590.86	9350.5	8551.72	10016.67	WASHC4	WASH	complex	TRUE
ENSG00000162520	885.262	0.241	0.08	3.024	0.00249138541129097	0.0369167372288995	896.91	966.22	1015.18	805.74	778.35	849.19	SYNC	syncoilin,	intermediate	TRUE
ENSG00000106299	3099.736	0.204	0.067	3.023	0.00250011206787092	0.0369875820861148	2993.82	3369.83	3593.58	2796.65	2827.97	3016.57	WASL	WASP	like	TRUE
ENSG00000164597	2499.346	0.208	0.069	3.022	0.00250817715114448	0.0370257520135802	2427.26	2747.64	2865.3	2291.83	2213.59	2450.45	COG5	component	of	TRUE
ENSG00000165240	234.673	0.456	0.151	3.022	0.00250881863978838	0.0370257520135802	236.2	290.66	287.82	226.78	157.9	208.68	ATP7A	ATPase	copper	TRUE
ENSG00000065923	194.912	0.451	0.149	3.02	0.00252696878319488	0.0372481361981421	194.91	237.3	243.68	174.45	153.85	165.29	SLC9A7	solute	carrier	TRUE
ENSG00000135968	2239.521	0.187	0.062	3.018	0.00254280111241401	0.0373903127077228	2293.47	2362.74	2496.56	2120.65	1979.78	2183.91	GCC2	GRIP	and	TRUE
ENSG00000136205	2392.692	0.188	0.062	3.019	0.00253973698882364	0.0373903127077228	2479.29	2509.21	2656.56	2127.2	2392.74	2191.15	TNS3	tensin	3	TRUE
ENSG00000116459	3601.112	-0.153	0.051	-3.017	0.00254921048846423	0.037430185548595	3443.1	3305.12	3480.48	3845.53	3733.85	3798.61	ATP5PB	ATP	synthase	TRUE
ENSG00000133818	3779.346	-0.167	0.055	-3.017	0.00255170620435528	0.037430185548595	3631.4	3439.09	3609.21	4106.11	3766.24	4124.02	RRAS2	RAS	related	TRUE
ENSG00000001631	2127.273	0.197	0.065	3.016	0.00255864151819974	0.03748642427937	2139.86	2237.85	2438.63	2002.9	1893.75	2050.65	KRIT1	KRIT1	ankyrin	TRUE
ENSG00000175334	2617.213	-0.179	0.059	-3.016	0.00256480613161119	0.0375312490469546	2536.28	2509.21	2320.93	2770.48	2890.72	2675.66	BANF1	barrier	to	TRUE
ENSG00000105983	2947.823	0.192	0.064	3.015	0.00257141001764596	0.0375823855904313	2922.79	3176.82	3333.35	2750.85	2602.26	2900.87	LMBR1	limb	development	TRUE
ENSG00000179051	3565.206	-0.152	0.05	-3.013	0.00258340844918441	0.0377056691666414	3403.45	3442.5	3287.37	3687.43	3793.57	3776.91	RCC2	regulator	of	TRUE
ENSG00000213240	246.292	0.431	0.143	3.013	0.00258608420113723	0.0377056691666414	232.07	300.88	316.32	221.33	194.33	212.81	AC239799.1	NA	NA	TRUE
ENSG00000115539	716.043	-0.244	0.081	-3.011	0.00260092932091166	0.0377193167820327	626.02	678.96	662.99	774.12	779.36	774.8	PDCL3	phosducin	like	TRUE
ENSG00000129116	5149.321	0.166	0.055	3.011	0.00260140528455675	0.0377193167820327	5273.25	5342	5720.49	4644.72	4797.63	5117.84	PALLD	palladin,	cytoskeletal	TRUE
ENSG00000150593	1963.46	0.192	0.064	3.013	0.00259090361290842	0.0377193167820327	2129.12	2022.13	2129.67	1729.23	1954.48	1816.14	PDCD4	programmed	cell	TRUE
ENSG00000173930	1408.095	0.243	0.081	3.012	0.00259363169154412	0.0377193167820327	1398.22	1522.56	1659.78	1202.61	1245.97	1419.44	SLCO4C1	solute	carrier	TRUE
ENSG00000273373	93.29	-0.808	0.268	-3.011	0.00260262349600524	0.0377193167820327	108.19	48.82	45.06	130.84	121.46	105.37	AL355488.1	NA	NA	TRUE
ENSG00000112796	264.13	0.415	0.138	3.009	0.00261831331717557	0.0379012611553306	276.67	274.76	354.02	206.07	244.94	228.31	ENPP5	ectonucleotide	pyrophosphatase/phosphodiesterase	TRUE
ENSG00000083857	14313.483	0.148	0.049	3.009	0.002624246699221	0.0379417103510577	14465.3	15046.17	15628.58	13646.33	12992.06	14102.47	FAT1	FAT	atypical	TRUE
ENSG00000107223	2426.486	-0.202	0.067	-3.005	0.00265558570988486	0.038257526192346	2386.8	2196.98	2184.84	2492.45	2837.08	2460.78	EDF1	endothelial	differentiation	TRUE
ENSG00000119041	2234.368	0.193	0.064	3.005	0.00265329418101558	0.038257526192346	2286.04	2317.33	2547.14	2161	1968.65	2126.06	GTF3C3	general	transcription	TRUE
ENSG00000164300	186.203	0.489	0.163	3.005	0.00265543463528778	0.038257526192346	175.09	230.48	247.36	161.37	138.67	164.26	SERINC5	serine	incorporator	TRUE
ENSG00000147684	1477.17	-0.213	0.071	-3.004	0.00266171785141602	0.0383002186548398	1413.08	1396.53	1295.64	1529.71	1713.58	1514.48	NDUFB9	NADH:ubiquinone	oxidoreductase	TRUE
ENSG00000111229	6143.637	-0.148	0.049	-3.003	0.00267587891145756	0.0384417345010996	6032.23	5806.38	5645.08	6247.48	6634.69	6495.96	ARPC3	actin	related	TRUE
ENSG00000140199	409.651	0.36	0.12	3.002	0.00267791349796689	0.0384417345010996	393.95	476.86	511.27	388.15	316.81	370.87	SLC12A6	solute	carrier	TRUE
ENSG00000228502	124.034	0.584	0.195	3.002	0.00268444048725359	0.0384897178759598	176.74	116.94	151.72	105.76	107.29	85.74	EEF1A1P11	eukaryotic	translation	TRUE
ENSG00000127328	2145.208	0.193	0.064	3.001	0.00269248879508823	0.0385593744860562	2193.54	2271.91	2400.01	1904.77	1963.59	2137.43	RAB3IP	RAB3A	interacting	TRUE
ENSG00000122566	41094.507	-0.129	0.043	-3	0.00270398477002335	0.0386781821482511	40773.73	38949.49	38059.03	43115.24	42298.07	43371.47	HNRNPA2B1	heterogeneous	nuclear	TRUE
ENSG00000108515	3357.958	-0.218	0.073	-2.999	0.00271115383871579	0.038734889419099	3424.1	2989.48	2898.4	3774.66	3796.6	3264.51	ENO3	enolase	3	TRUE
ENSG00000145040	105.531	-0.573	0.191	-2.998	0.00271674438942579	0.0387513148436932	80.94	80.61	92.87	125.39	136.64	116.74	UCN2	urocortin	2	TRUE
ENSG00000145362	3072.695	0.201	0.067	2.998	0.00271871556113608	0.0387513148436932	3066.49	3222.23	3570.59	2746.49	2764.2	3066.16	ANK2	ankyrin	2	TRUE
ENSG00000109787	1459.712	0.226	0.076	2.997	0.00272575698595239	0.0387602643402429	1479.15	1557.75	1685.53	1313.82	1256.09	1465.93	KLF3	Kruppel	like	TRUE
ENSG00000196262	33599.706	-0.128	0.043	-2.997	0.00272336829115846	0.0387602643402429	32133.37	32954.64	31232.33	34918.29	34339.48	36020.13	PPIA	peptidylprolyl	isomerase	TRUE
ENSG00000099783	8228.177	-0.141	0.047	-2.997	0.00273088034351802	0.0387874861481813	8105.19	7876.19	7493.37	8606.91	8550.71	8736.69	HNRNPM	heterogeneous	nuclear	TRUE
ENSG00000151208	3268.258	0.169	0.056	2.996	0.00273677221245801	0.0388255466337793	3270.49	3608.26	3501.63	3115.02	2978.78	3135.37	DLG5	discs	large	TRUE
ENSG00000182899	9645.55	-0.178	0.059	-2.992	0.00276725676091765	0.0392119958607404	9605.82	8673.23	8874.53	9962.17	11097.3	9660.26	RPL35A	ribosomal	protein	TRUE
ENSG00000117500	3622.431	0.202	0.068	2.992	0.00277289799436199	0.0392459227843717	3538.9	3818.31	4270.37	3314.54	3249.03	3543.44	TMED5	transmembrane	p24	TRUE
ENSG00000118007	1890.296	0.196	0.065	2.99	0.00279264757104129	0.0394792177674574	1949.9	1969.9	2134.26	1766.3	1666.01	1855.4	STAG1	stromal	antigen	TRUE
ENSG00000163539	2129.224	0.181	0.061	2.989	0.00280009262618859	0.0395382237999316	2164.63	2269.64	2354.95	2021.44	1911.97	2052.71	CLASP2	cytoplasmic	linker	TRUE
ENSG00000129255	1729.645	-0.185	0.062	-2.985	0.00283888034446961	0.0400124580845721	1613.77	1692.86	1551.27	1860.07	1863.38	1796.51	MPDU1	mannose-P-dolichol	utilization	TRUE
ENSG00000215301	9811.425	0.191	0.064	2.985	0.00284029858828186	0.0400124580845721	9506.71	10506.88	11371.09	9176.05	8613.46	9694.35	DDX3X	DEAD-box	helicase	TRUE
ENSG00000132470	989.124	0.297	0.1	2.984	0.00284362782340756	0.0400127235174937	1093.47	1164.91	1015.18	769.76	1055.68	835.76	ITGB4	integrin	subunit	TRUE
ENSG00000132953	1658.378	0.232	0.078	2.982	0.00285916414229041	0.0401845546370514	1595.6	1830.25	1950.35	1538.43	1427.14	1608.49	XPO4	exportin	4	TRUE
ENSG00000171729	1229.069	-0.202	0.068	-2.98	0.00288339244730731	0.0404780075616764	1196.7	1102.46	1128.28	1321.46	1326.94	1298.57	TMEM51	transmembrane	protein	TRUE
ENSG00000143545	5102.01	-0.16	0.054	-2.978	0.00290246970744858	0.0406985514546763	5040.35	4517.71	4892.9	5507.16	5405.93	5248.01	RAB13	RAB13,	member	TRUE
ENSG00000196865	940.607	0.305	0.102	2.976	0.0029236733591708	0.0409483660397421	849.83	1191.02	1080.46	852.62	787.46	882.24	NHLRC2	NHL	repeat	TRUE
ENSG00000136874	660.284	0.3	0.101	2.974	0.00293998940981211	0.041129226847684	635.93	753.9	797.25	600.76	535.43	638.44	STX17	syntaxin	17	TRUE
ENSG00000105258	428.825	-0.309	0.104	-2.972	0.00295754484862396	0.0413269879599049	400.55	388.3	360.46	436.12	505.07	482.44	POLR2I	RNA	polymerase	TRUE
ENSG00000153029	985.17	0.211	0.071	2.97	0.00298015824913933	0.0415948877105625	1047.22	1051.37	1072.19	916.95	903.86	919.43	MR1	major	histocompatibility	TRUE
ENSG00000175970	2476.827	0.178	0.06	2.969	0.00299078687781307	0.0416950876495116	2499.11	2661.35	2728.29	2255.85	2281.4	2434.95	UNC119B	unc-119	lipid	TRUE
ENSG00000184752	2976.226	-0.195	0.066	-2.966	0.00302042905467718	0.0420598225620772	2793.13	2715.85	2817.48	2904.59	3490.93	3135.37	NDUFA12	NADH:ubiquinone	oxidoreductase	TRUE
ENSG00000168769	494.321	0.277	0.093	2.964	0.003032098899913	0.0421335901231967	523.61	546.12	555.4	447.03	442.31	451.45	TET2	tet	methylcytosine	TRUE
ENSG00000172005	3983.688	-0.218	0.074	-2.964	0.00303269822182354	0.0421335901231967	3942.75	3905.74	3201.85	4468.09	4384.67	3999.02	MAL	mal,	T	TRUE
ENSG00000073910	123.336	0.558	0.188	2.964	0.00304116945018675	0.0421910396725283	147.01	126.03	167.36	85.04	114.37	100.21	FRY	FRY	microtubule	TRUE
ENSG00000173812	12370.322	-0.159	0.054	-2.963	0.00304381456063909	0.0421910396725283	12254.42	11146.11	11667.18	12448.08	13839.23	12866.91	EIF1	eukaryotic	translation	TRUE
ENSG00000009335	3739.276	0.203	0.069	2.961	0.00306553038279884	0.0424433742690602	3614.05	4072.64	4321.86	3541.33	3232.83	3652.94	UBE3C	ubiquitin	protein	TRUE
ENSG00000136810	4357.386	-0.141	0.048	-2.959	0.00308946790896467	0.0427027019897436	4176.48	4123.73	4131.51	4482.27	4657.95	4572.38	TXN	thioredoxin	RNA	TRUE
ENSG00000174233	3329.39	0.163	0.055	2.959	0.00309132656912597	0.0427027019897436	3696.64	3420.92	3430.82	3086.67	3235.87	3105.42	ADCY6	adenylate	cyclase	TRUE
ENSG00000172548	719.404	-0.253	0.085	-2.958	0.00310091344822216	0.0427862338455038	649.97	639.22	679.54	824.27	717.62	805.8	NIPAL4	NIPA	like	TRUE
ENSG00000112186	1224.893	0.209	0.071	2.957	0.00310565725495413	0.0428028269562492	1232.21	1320.46	1388.51	1149.19	1116.41	1142.58	CAP2	cyclase	associated	TRUE
ENSG00000151233	2477.572	0.207	0.07	2.956	0.0031145368803449	0.0428763180782788	2451.21	2622.75	2891.97	2280.93	2163.99	2454.58	GXYLT1	glucoside	xylosyltransferase	TRUE
ENSG00000242588	286.746	0.358	0.121	2.956	0.0031212026788415	0.0429191999762881	326.22	334.94	305.29	266.04	231.78	256.2	AC108010.1	NA	NA	TRUE
ENSG00000106780	1374.758	0.249	0.084	2.953	0.00314842664784279	0.0431952700255117	1394.91	1413.56	1669.89	1319.28	1127.54	1323.37	MEGF9	multiple	EGF	TRUE
ENSG00000165732	9019.029	0.197	0.067	2.953	0.00314702518468365	0.0431952700255117	8643.67	9775.69	10485.57	8500.06	7836.13	8873.06	DDX21	DExD-box	helicase	TRUE
ENSG00000107949	2506.308	-0.162	0.055	-2.952	0.0031555439427261	0.0432438317865424	2438.83	2329.82	2326.45	2615.66	2621.49	2705.62	BCCIP	BRCA2	and	TRUE
ENSG00000096384	45742.932	-0.116	0.039	-2.951	0.00317156157015486	0.0434141163062988	43468.58	44040.58	44219.06	46647.85	48014.74	48066.79	HSP90AB1	heat	shock	TRUE
ENSG00000182752	270.971	0.373	0.127	2.948	0.00319746813541738	0.0437192277746492	277.5	328.13	312.65	242.05	219.64	245.87	PAPPA	pappalysin	1	TRUE
ENSG00000092871	838.105	-0.228	0.077	-2.948	0.00320328239869404	0.043749236557079	792.85	780.01	742.99	895.15	877.54	940.1	RFFL	ring	finger	TRUE
ENSG00000104093	1289.712	0.221	0.075	2.946	0.00321523329184121	0.0437641045027981	1289.2	1363.6	1512.65	1187.35	1144.75	1240.72	DMXL2	Dmx	like	TRUE
